日付,10R_1着,10R_2着,10R_3着,10R_払戻,11R_1着,11R_2着,11R_3着,11R_払戻,12R_1着,12R_2着,12R_3着,12R_払戻,10R_人気,11R_人気,12R_人気,10R_風速,10R_風向,10R_波高,11R_風速,11R_風向,11R_波高,12R_風速,12R_風向,12R_波高
2025-05-11,1,3,2,1620,1,3,5,610,1,2,3,860,7,2,1,2,1,1,2,1,1,2,15,1
2025-05-12,1,2,4,520,1,3,4,500,1,3,5,800,1,1,1,2,9,1,2,13,1,1,13,1
2025-05-13,3,1,4,4470,1,5,2,4040,3,1,2,4110,13,14,13,2,3,1,1,3,1,2,3,1
2025-05-14,1,4,5,1160,2,1,3,4200,1,2,4,940,3,13,3,1,1,1,2,1,1,1,1,1
2025-05-19,1,6,2,8460,1,3,4,1760,1,2,3,830,26,7,2,2,3,1,1,1,1,2,1,1
2025-05-20,1,3,5,3700,1,2,3,1420,1,3,6,1850,13,5,10,2,15,1,2,15,1,3,3,2
2025-05-21,1,6,2,1430,4,2,6,10710,1,2,4,1020,4,27,5,2,13,1,3,1,2,2,15,1
2025-05-22,2,1,4,3610,1,2,3,680,1,2,4,1230,12,2,3,1,3,1,1,3,1,1,9,1
2025-05-23,2,1,6,3340,1,4,2,3680,3,2,1,4030,12,12,14,1,5,1,1,3,1,0,17,1
2025-05-24,5,4,1,60450,5,6,1,30230,1,3,4,1570,83,76,6,6,11,5,5,9,4,6,11,5
2025-06-02,4,2,5,6840,2,4,6,42960,1,2,5,990,25,67,1,3,1,2,4,15,3,4,1,3
2025-06-03,1,4,3,1020,1,3,4,870,3,2,5,9050,4,2,28,1,1,1,1,1,1,1,3,1
2025-06-04,1,3,4,650,1,5,4,4160,1,6,5,2940,3,15,12,1,5,1,1,5,1,1,7,1
2025-06-05,1,4,3,1510,1,2,5,740,1,2,4,620,3,3,1,1,1,1,1,1,1,2,13,1
2025-06-07,1,3,2,1030,1,2,3,550,1,2,3,560,3,1,1,1,11,1,1,9,1,1,9,1
2025-06-08,1,4,2,1710,3,1,4,2800,5,1,6,44760,6,9,68,1,3,1,1,1,1,1,1,1
2025-06-09,1,2,3,440,3,5,1,47070,1,5,3,6970,1,63,22,1,15,1,1,1,1,1,15,1
2025-06-10,3,1,5,5840,1,5,2,3060,1,2,4,570,16,12,1,0,17,1,1,1,1,1,11,1
2025-06-22,1,2,3,480,1,3,2,800,1,3,2,1910,2,1,4,1,1,1,2,5,1,2,1,1
2025-06-23,1,6,2,7820,1,2,5,570,1,4,3,590,20,1,1,2,15,1,2,15,1,1,3,1
2025-06-24,1,2,3,1680,1,3,5,1060,1,2,3,1450,4,4,3,1,15,1,2,1,1,2,15,1
2025-06-25,4,1,6,42300,5,1,3,8650,6,1,4,72950,88,26,90,2,13,1,2,11,1,4,15,3
2025-06-29,1,5,4,3900,1,3,5,3900,5,6,1,16400,17,15,35,2,11,1,3,11,2,3,11,2
2025-06-30,3,1,4,1730,1,3,4,510,1,3,5,800,5,1,1,1,9,1,1,7,1,1,7,1
2025-07-01,1,2,3,730,5,6,1,23860,3,1,4,800,3,37,2,2,9,1,3,11,2,4,11,3
2025-07-02,1,3,4,640,1,3,2,920,1,5,2,3980,2,3,13,3,9,2,3,11,2,3,11,2
2025-07-04,2,1,4,850,1,3,4,700,5,3,1,12980,2,1,36,1,5,1,1,5,1,1,5,1
2025-07-05,1,3,4,890,1,2,5,1430,1,3,2,5270,4,8,22,2,5,1,1,5,1,1,5,1
2025-07-06,1,5,4,3500,1,3,2,700,1,4,3,4850,11,3,16,1,5,1,1,5,1,1,5,1
2025-07-07,1,3,2,1040,1,3,5,580,1,6,2,2100,5,1,10,2,9,1,2,9,1,2,9,1
2025-07-08,2,4,1,6100,1,2,3,400,1,4,3,3340,21,1,11,5,13,4,1,5,1,1,13,1
2025-07-09,1,3,5,1420,1,3,4,1800,1,3,5,2020,5,6,6,1,13,1,1,13,1,1,13,1
2025-07-15,4,1,5,21250,1,3,4,1720,1,4,6,2960,48,6,14,1,1,1,2,1,1,1,1,1
2025-07-16,1,2,3,1130,1,3,6,860,1,2,3,1380,2,2,4,1,1,1,2,1,1,1,1,1
2025-07-17,1,3,4,2710,5,3,2,72360,1,3,4,800,9,101,2,1,1,1,1,1,1,1,1,1
2025-07-18,1,5,4,9070,4,1,5,5320,1,4,6,3460,25,18,15,3,15,2,2,15,1,2,15,1
2025-07-19,1,4,3,1390,1,4,6,4950,3,2,6,22950,6,15,69,1,9,1,1,3,1,2,3,1
2025-07-20,1,2,4,1130,3,1,6,9160,1,5,2,4130,3,22,16,1,1,1,1,1,1,1,15,1
2025-07-29,2,5,1,4260,1,4,6,1040,1,2,4,1640,13,3,7,1,7,1,1,7,1,0,17,1
2025-07-30,1,2,6,1110,3,2,5,10480,1,3,2,830,4,25,3,1,9,1,2,7,1,1,7,1
2025-07-31,1,4,3,9690,1,5,2,1600,1,3,4,2900,30,10,10,2,9,1,3,11,2,1,15,1
2025-08-01,2,3,1,5680,1,3,5,2660,1,4,6,15700,16,9,30,2,9,1,3,9,2,2,9,1
2025-08-02,1,2,4,1300,3,1,5,3290,1,3,4,2550,4,11,8,2,15,1,1,9,1,1,9,1
2025-08-03,1,2,3,690,3,4,5,15210,1,4,5,2490,1,46,10,1,3,1,1,3,1,1,1,1
2025-08-05,1,6,2,2240,1,3,4,1120,1,3,5,620,8,4,2,2,5,1,1,1,1,1,1,1
2025-08-06,1,2,6,8490,3,1,4,1600,1,2,3,370,24,6,1,2,5,1,4,5,3,2,5,1
2025-08-07,2,1,3,880,1,3,2,1270,3,1,5,5860,4,7,24,1,5,1,1,5,1,1,5,1
2025-08-08,1,4,3,2600,2,3,4,1060,1,2,4,560,12,1,1,1,1,1,1,13,1,1,13,1
2025-08-09,2,1,3,6120,2,4,1,8180,1,4,3,1060,20,29,6,1,1,1,2,1,1,1,5,1
2025-08-15,1,2,4,650,1,5,4,9530,1,2,6,1440,1,25,4,3,7,2,2,9,1,1,5,1
2025-08-16,1,5,2,1390,3,1,2,2760,3,5,4,1970,5,12,7,1,9,1,1,11,1,1,9,1
2025-08-17,1,2,4,1040,1,5,3,5420,1,6,2,3110,3,12,11,1,13,1,1,15,1,1,13,1
2025-08-18,1,3,4,660,1,2,3,750,1,3,5,1950,1,2,9,1,3,1,1,3,1,1,3,1
2025-08-20,1,2,5,340,2,1,5,11030,1,2,4,980,1,25,3,1,15,1,1,1,1,1,1,1
2025-08-21,1,3,5,1160,4,1,5,45090,1,4,2,1040,5,60,3,1,9,1,1,9,1,1,1,1
2025-08-22,2,1,3,1230,3,1,6,28440,1,4,2,740,5,62,2,1,9,1,1,9,1,1,9,1
2025-08-23,1,3,5,550,1,2,3,950,1,2,5,1570,1,3,6,1,5,1,2,3,1,2,5,1
2025-08-24,1,4,5,1650,1,2,3,580,1,3,2,2310,8,1,9,2,5,1,1,5,1,1,5,1
2025-08-25,3,2,1,14190,1,4,2,1000,5,2,3,68590,41,3,63,2,5,1,1,5,1,1,5,1
2025-08-28,1,3,4,990,5,4,3,66990,1,2,3,1200,1,78,3,1,9,1,2,11,1,1,9,1
2025-08-29,2,3,1,9830,2,4,1,62060,1,2,6,1550,20,64,5,1,9,1,1,9,1,1,9,1
2025-08-30,1,2,3,540,1,3,2,2410,1,5,2,1220,2,9,4,2,11,1,1,9,1,1,9,1
2025-08-31,4,1,2,3980,1,4,3,1190,3,1,6,700,12,5,2,1,1,1,1,1,1,1,1,1
2025-09-01,1,2,3,500,1,2,5,2180,1,4,3,1010,1,7,3,2,1,1,2,1,1,1,1,1
2025-09-02,1,2,3,530,1,3,4,1100,1,3,4,520,1,5,1,1,1,1,1,1,1,1,1,1
2025-09-03,1,3,2,1700,1,2,5,4100,1,2,3,310,7,14,1,1,11,1,1,11,1,1,9,1
2025-09-14,1,3,2,1730,1,2,5,2340,2,1,3,2220,6,14,8,1,15,1,1,1,1,1,1,1
2025-09-15,1,4,2,5230,1,3,6,1620,3,5,2,23990,21,6,44,1,1,1,1,1,1,1,1,1
2025-09-16,1,2,3,700,1,5,6,3450,1,4,5,1160,1,11,1,1,1,1,1,1,1,1,1,1
2025-09-17,3,5,2,3630,1,3,4,1180,1,2,5,870,11,4,4,2,15,1,2,15,1,2,15,1
2025-09-19,2,1,4,4940,1,3,2,830,1,5,3,2230,17,4,11,1,15,1,1,15,1,1,15,1
2025-09-20,1,3,5,1390,1,3,4,1420,1,3,4,830,5,6,2,4,11,3,2,9,1,2,9,1
2025-09-21,1,3,2,540,1,2,6,1430,1,3,4,590,1,6,3,2,11,1,2,11,1,1,15,1
2025-09-22,3,2,6,47550,1,5,2,3840,1,4,3,970,56,13,2,1,3,1,1,13,1,0,17,1
2025-09-23,1,2,3,580,1,2,3,730,1,6,4,1140,1,3,3,1,1,1,1,5,1,2,5,1
2025-09-24,1,6,2,2380,3,1,2,4810,1,6,5,8760,9,15,22,1,15,1,1,15,1,1,15,1
2025-09-27,1,3,4,530,1,2,5,3110,2,1,3,5030,1,11,20,0,17,1,0,17,1,1,1,1
2025-09-28,1,4,5,1140,1,5,3,5520,1,4,3,1570,4,18,7,2,5,1,1,5,1,1,1,1
2025-09-29,1,3,6,780,3,5,1,4800,1,4,5,2970,4,19,11,4,13,3,2,13,1,2,13,1
2025-09-30,1,2,3,500,1,3,4,2180,1,5,2,550,2,9,2,1,3,1,1,13,1,1,13,1
2025-10-01,1,2,6,1450,1,5,3,4810,1,2,4,560,4,15,1,2,9,1,2,13,1,1,13,1
2025-10-02,1,2,3,440,1,2,4,650,1,3,6,2630,1,1,9,1,13,1,1,1,1,1,1,1
2025-10-05,1,4,5,5140,3,1,4,2240,4,3,5,20070,19,8,62,2,9,1,2,9,1,2,9,1
2025-10-06,1,4,2,620,1,4,5,2590,4,1,2,2780,2,8,10,3,11,2,2,11,1,1,9,1
2025-10-07,1,2,6,2230,1,2,5,1590,1,3,2,910,8,7,2,2,11,1,2,13,1,1,9,1
2025-10-08,1,4,5,6330,1,4,2,2470,1,3,2,710,32,8,3,3,11,2,3,11,2,2,13,1
2025-10-14,1,3,6,14490,1,2,5,770,3,1,4,11080,28,2,36,2,15,1,1,1,1,2,1,1
2025-10-15,4,5,1,1690,3,2,1,11730,1,3,5,550,8,33,1,1,1,1,1,15,1,1,1,1
2025-10-16,1,3,2,890,1,2,3,670,1,6,3,10120,2,1,20,1,9,1,1,9,1,2,11,1
2025-10-17,1,3,2,860,1,4,6,3460,3,5,4,2920,3,14,9,1,1,1,1,13,1,1,15,1
2025-10-18,3,1,5,4120,1,3,4,700,3,1,2,4520,12,1,17,1,13,1,1,13,1,1,1,1
2025-10-20,6,1,3,3270,1,3,2,690,1,2,5,1280,13,1,2,5,11,4,5,11,4,5,11,4
2025-10-21,1,2,3,370,1,3,5,1230,1,3,5,710,1,4,3,7,13,6,6,13,5,4,13,3
2025-10-22,1,2,3,680,1,2,3,550,3,1,6,1550,2,1,5,2,13,1,1,13,1,0,17,1
2025-10-23,1,5,4,1870,1,6,3,11600,1,4,6,4680,10,25,18,1,1,1,1,15,1,1,15,1
2025-10-24,4,6,1,14960,1,3,5,2110,3,1,2,2430,35,7,7,1,13,1,1,1,1,1,13,1
2025-10-26,1,2,5,1700,1,2,3,820,1,6,4,7490,6,2,23,3,9,2,3,9,2,4,11,3
2025-10-27,1,4,3,2680,1,3,4,930,1,2,4,1300,11,3,5,4,9,3,4,9,3,4,13,3
2025-10-28,1,6,5,1100,1,2,3,370,4,6,5,53160,2,1,82,5,11,4,4,11,3,3,13,2
2025-10-29,1,4,3,1250,1,5,3,2920,1,3,6,790,6,11,1,1,1,1,1,1,1,1,1,1
2025-10-30,4,1,5,29700,1,5,3,2040,3,1,5,11430,59,8,32,1,1,1,1,15,1,1,1,1
2025-10-31,1,2,5,2010,1,2,3,1460,1,2,5,3110,10,5,12,1,1,1,1,1,1,1,15,1
2025-11-03,4,3,1,28710,1,3,4,1990,1,3,5,1050,50,7,4,2,13,1,1,13,1,0,17,1
2025-11-04,1,5,4,2760,1,3,6,2470,1,3,2,750,11,9,1,1,15,1,1,1,1,1,15,1
2025-11-05,1,2,4,800,1,3,4,710,1,3,4,580,2,3,1,0,17,1,1,1,1,1,1,1
2025-11-06,1,2,3,840,1,5,3,2170,3,1,4,1840,2,7,7,3,11,2,1,3,1,1,1,1
2025-11-19,1,3,6,4790,1,2,3,800,3,5,2,9180,16,2,27,1,1,1,1,1,1,1,1,1
2025-11-20,1,3,2,650,1,3,4,1450,1,3,5,970,2,3,3,1,1,1,1,1,1,1,1,1
2025-11-21,1,2,3,480,1,3,2,540,2,1,6,1910,1,2,4,1,1,1,1,1,1,1,1,1
2025-11-22,1,2,3,660,1,2,5,1640,1,2,3,530,3,9,1,1,1,1,1,1,1,1,1,1
2025-11-25,1,4,2,970,1,4,6,4200,3,1,6,25340,4,17,51,7,9,6,7,9,6,7,9,6
2025-11-26,1,6,3,2130,1,3,2,940,1,2,3,640,8,3,1,1,13,1,1,1,1,1,13,1
2025-11-27,1,3,4,510,1,2,4,870,1,2,4,970,1,1,4,8,9,7,8,9,7,8,9,7
2025-11-28,3,1,6,1150,1,2,6,1190,1,3,2,1130,5,5,4,2,11,1,2,11,1,1,13,1
2025-11-29,1,5,2,3510,1,4,3,1920,1,3,5,1640,13,7,7,1,1,1,1,1,1,1,1,1
2025-11-30,1,5,4,7170,1,2,6,2380,1,6,3,4850,18,9,17,1,1,1,1,1,1,1,1,1
2025-12-03,1,2,3,860,1,3,2,1160,,,,100,1,2,&nbsp;,8,9,7,8,9,7,8,11,7
2025-12-04,1,2,4,1640,2,3,1,6710,3,2,5,30120,5,24,50,1,15,1,1,15,1,1,15,1
2025-12-05,1,4,2,1150,1,3,2,810,4,6,5,29770,3,3,69,1,1,1,1,1,1,1,1,1
2025-12-06,1,3,2,1940,1,4,5,3980,1,3,4,840,7,14,3,1,3,1,1,3,1,1,3,1
2025-12-13,1,2,4,570,1,5,3,2990,1,2,3,680,2,12,1,1,1,1,1,1,1,1,15,1
2025-12-14,1,2,3,630,1,3,5,970,1,3,4,900,2,4,2,7,9,6,8,11,7,6,11,5
2025-12-15,1,3,4,5320,3,5,1,18930,1,3,2,1570,17,47,7,1,15,1,1,13,1,1,1,1
2025-12-16,1,3,4,490,1,2,4,570,1,2,6,1150,2,1,3,1,3,1,1,1,1,1,1,1
2025-12-17,2,1,4,7940,1,3,4,2400,4,2,1,14410,21,9,32,2,9,1,1,11,1,1,11,1
2025-12-18,1,6,5,8670,1,5,3,3070,1,2,3,1280,25,11,4,1,15,1,0,17,1,1,1,1
2025-12-19,1,5,2,2730,1,4,2,1080,2,6,1,6240,13,4,25,2,3,1,0,17,1,1,3,1
2025-12-26,5,2,4,26980,1,6,4,12340,6,5,1,201340,84,51,115,3,11,2,4,11,3,3,11,2
2025-12-27,1,4,2,1890,1,5,6,3850,1,4,2,2490,7,15,11,2,15,1,2,13,1,1,15,1
2025-12-28,3,1,4,2690,1,3,6,1770,1,3,2,870,12,9,4,1,15,1,2,1,1,2,1,1
2025-12-29,1,4,3,2470,1,2,4,670,2,1,6,16660,8,1,36,1,9,1,1,3,1,1,13,1
2025-12-30,1,2,3,810,1,6,3,7770,1,6,5,12310,1,22,44,3,11,2,2,11,1,1,13,1
2025-12-31,1,5,3,3500,1,4,5,1970,1,5,3,5150,13,7,20,4,11,3,3,11,2,3,11,2
2026-01-03,1,2,6,2810,1,3,6,810,1,6,2,12930,10,1,42,1,13,1,1,1,1,1,1,1
2026-01-04,6,5,3,77390,1,3,4,1020,1,6,2,2170,64,5,7,1,1,1,1,1,1,1,1,1
2026-01-05,6,2,1,5230,1,2,3,580,5,1,2,12920,20,1,81,1,13,1,0,17,1,0,17,1
2026-01-06,1,2,6,2960,1,2,6,290,1,3,5,680,9,1,1,1,1,1,1,1,1,1,1,1
2026-01-07,1,3,5,420,1,2,3,520,4,6,1,5330,2,1,20,6,9,5,6,9,5,5,9,4
2026-01-08,2,1,6,10230,1,4,6,2320,1,3,5,2090,39,12,9,0,17,1,1,15,1,1,1,1
2026-01-15,1,2,5,1490,1,2,4,750,1,4,3,3170,5,1,13,1,1,1,1,5,1,1,1,1
2026-01-16,1,3,6,1310,3,1,2,5550,1,3,5,2690,6,16,13,1,1,1,0,17,1,1,1,1
2026-01-17,1,3,4,1310,1,2,3,500,1,4,5,1250,6,1,4,1,13,1,1,1,1,1,1,1
2026-01-18,1,3,2,1990,1,2,5,1140,1,2,3,690,8,5,3,1,15,1,1,1,1,1,1,1
2026-01-19,1,3,4,970,1,4,2,660,1,2,4,740,4,2,1,3,9,2,3,9,2,3,9,2
2026-01-20,1,2,6,2910,1,3,2,540,1,2,3,640,12,2,2,3,11,2,2,11,1,1,11,1
2026-01-22,1,5,4,1530,5,4,6,30900,1,6,2,4310,7,68,15,6,11,5,5,11,4,4,11,3
2026-01-23,1,2,3,1680,1,3,4,440,1,5,3,1190,7,2,6,1,15,1,1,13,1,1,15,1
2026-01-24,1,5,3,930,4,3,6,13090,1,2,6,4840,4,40,15,4,7,3,4,9,3,4,9,3
2026-01-25,5,1,2,23780,1,4,2,640,1,2,4,1400,36,2,5,3,13,2,2,13,1,2,15,1
2026-01-26,1,5,3,1370,1,4,2,2120,1,5,2,1230,7,7,5,1,15,1,1,1,1,1,1,1
2026-01-27,1,2,6,1530,5,1,2,10270,1,2,5,2380,5,27,8,2,13,1,1,13,1,1,13,1
2026-01-28,1,3,2,1340,1,2,4,740,1,3,4,1440,5,1,9,2,11,1,1,15,1,1,13,1
2026-02-19,1,3,6,1310,1,2,3,510,1,3,4,2670,3,2,10,2,11,1,1,9,1,0,17,1
2026-02-20,2,1,5,3110,1,2,4,620,1,2,4,600,10,1,1,1,3,1,1,3,1,1,1,1
2026-02-21,1,2,3,870,1,4,6,1370,1,2,6,1890,2,4,7,1,15,1,1,15,1,1,15,1
2026-02-22,2,4,1,6390,1,2,4,1070,1,4,3,2560,17,6,12,3,3,2,2,3,1,1,1,1
2026-02-23,1,2,6,3620,2,1,5,5380,1,3,2,660,13,17,2,1,3,1,3,11,2,3,11,2
2026-02-26,3,1,2,5900,1,3,2,580,3,4,2,30170,17,1,58,2,5,1,1,5,1,2,5,1
2026-02-27,1,2,3,380,1,3,2,750,6,1,2,4960,1,2,14,4,9,3,4,9,3,5,11,4
2026-02-28,1,2,5,2860,1,6,4,11330,1,3,6,1960,15,24,9,3,11,2,2,11,1,1,13,1
2026-03-01,1,4,2,970,1,2,5,5600,1,4,2,670,3,23,1,1,9,1,1,1,1,4,1,3
2026-03-02,1,3,2,590,1,5,6,6830,2,3,1,33340,2,19,38,1,9,1,1,5,1,1,11,1
2026-03-03,1,5,2,3210,1,2,3,460,1,4,5,3220,12,1,12,7,11,6,7,11,6,7,11,6
2026-03-08,1,3,5,1390,1,3,2,1260,1,2,3,530,5,3,1,2,11,1,2,11,1,1,11,1
2026-03-09,1,2,6,2850,5,2,3,17700,1,4,3,1200,7,44,4,4,11,3,2,9,1,3,11,2
2026-03-10,5,6,1,53270,1,3,4,870,1,3,4,620,82,1,2,2,15,1,1,1,1,0,17,1
2026-03-11,1,5,6,7390,3,1,5,33190,1,5,2,11110,23,42,30,2,11,1,2,13,1,2,13,1
2026-03-12,1,4,5,3630,2,1,4,3500,1,3,2,1020,13,13,4,4,11,3,7,11,6,4,11,3
2026-03-13,1,2,4,710,5,2,1,30310,1,3,4,940,2,64,4,8,13,7,8,13,7,7,13,6
2026-03-18,1,2,4,1030,2,1,4,6080,3,1,5,2410,3,17,9,2,9,1,2,9,1,3,11,2
2026-03-19,1,2,3,520,1,4,5,1810,3,1,4,1860,1,9,5,1,9,1,1,11,1,0,17,1
2026-03-20,1,3,5,1430,1,2,3,670,1,2,3,790,5,3,2,1,9,1,1,11,1,1,15,1
2026-03-21,1,5,6,3380,1,2,5,840,2,1,6,2630,11,3,8,1,3,1,1,1,1,0,17,1
2026-03-22,1,2,4,560,1,5,6,4010,2,3,1,5870,1,16,17,1,5,1,1,3,1,1,3,1
2026-03-28,1,2,3,780,1,2,3,850,1,3,2,1060,2,2,4,2,11,1,2,11,1,2,11,1
2026-03-29,1,2,3,830,3,6,4,51080,2,1,6,53140,2,83,77,1,9,1,1,9,1,0,17,1
2026-03-30,1,3,2,1340,1,2,6,3430,1,4,6,850,5,11,3,4,1,3,4,1,3,3,1,2
2026-03-31,1,2,5,960,1,2,6,810,1,3,2,350,1,2,1,4,11,3,4,13,3,3,13,2
2026-04-01,1,2,3,610,1,3,2,1010,1,6,5,7000,1,3,24,4,11,3,4,11,3,2,11,1
2026-04-02,1,3,5,1720,1,2,5,4410,3,2,6,18870,7,16,42,2,9,1,2,9,1,2,7,1
2026-04-07,2,1,5,1850,2,3,5,14890,1,2,4,1060,6,26,3,6,11,5,6,11,5,6,11,5
2026-04-08,1,2,4,1000,1,4,5,1240,1,5,2,2540,3,4,11,2,5,1,1,3,1,2,3,1
2026-04-09,1,3,5,1230,1,2,3,430,4,2,1,12790,2,1,32,6,3,5,6,3,5,7,3,6
2026-04-10,5,3,2,49440,1,5,6,1490,1,4,2,990,87,7,4,2,11,1,3,11,2,2,11,1
2026-04-11,1,2,3,500,1,2,3,420,1,2,4,1000,1,1,3,2,11,1,2,11,1,1,11,1
2026-04-12,1,2,4,400,1,4,3,2290,5,1,2,2550,1,7,10,2,15,1,1,3,1,2,3,1
2026-04-13,1,4,2,1960,1,3,2,550,1,5,6,2250,5,2,12,1,5,1,1,3,1,1,11,1
2026-04-18,1,5,2,3400,1,3,5,540,1,5,3,2190,10,2,12,2,3,1,1,7,1,1,11,1
2026-04-19,6,1,5,6570,1,2,6,770,1,5,4,2910,23,2,15,2,3,1,1,3,1,1,15,1
2026-04-20,1,3,2,1410,1,3,5,490,1,4,3,530,6,2,1,2,7,1,2,11,1,2,11,1
2026-04-21,5,1,3,12030,1,4,3,960,5,4,1,3510,20,3,11,3,13,2,2,15,1,2,3,1
2026-04-22,1,2,3,580,1,3,4,1300,1,6,2,1200,1,6,2,2,11,1,1,3,1,1,3,1
2026-04-23,3,2,1,8770,1,2,4,790,1,5,3,2550,26,4,10,3,11,2,3,11,2,3,11,2
